NAME,SUBSCRIPTION,RESOURCE GROUP,LOCATION,STATUS,OPERATING SYSTEM,SIZE,PUBLIC IP ADDRESS,DISKS,UPDATE STATUS
"lxdsmzmariadb1.azure.forem.be","DsiDev01","rgdmariadb","West Europe","Running","Linux","Standard_D2s_v5"," -","2","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/8d6d19d2-d4f8-4542-9421-d59f4257ccc5/resourcegroups/rgdmariadb/providers/microsoft.compute/virtualmachines/lxdsmzmariadb1.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpcepegra01","CspProd01","rgpcepegra","West Europe","Running","Linux","Standard_D2s_v3"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/39b847ee-38c1-4871-97bc-b815e2e56539/resourcegroups/rgpcepegra/providers/microsoft.compute/virtualmachines/lxpcepegra01""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpconfluence1.azure.forem.be","CspProd01","rgpatlassian","West Europe","Running","Linux","Standard_D2s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/39b847ee-38c1-4871-97bc-b815e2e56539/resourcegroups/rgpatlassian/providers/microsoft.compute/virtualmachines/lxpconfluence1.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpdefectdojo1.azure.forem.be","DsiProd01","rgpdefectdojo","West Europe","Running","Linux","Standard_D2s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpdefectdojo/providers/microsoft.compute/virtualmachines/lxpdefectdojo1.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpdependencytrack1.azure.forem.be","CspProd01","RGPOUTILSDDI","West Europe","Running","Linux","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/39b847ee-38c1-4871-97bc-b815e2e56539/resourcegroups/rgpoutilsddi/providers/microsoft.compute/virtualmachines/lxpdependencytrack1.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxphrapr1","CspProd01","RGPHR4FPR","West Europe","Running","Linux","Standard_D4ds_v5"," -","2","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/39b847ee-38c1-4871-97bc-b815e2e56539/resourcegroups/rgphr4fpr/providers/microsoft.compute/virtualmachines/lxphrapr1""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpibefehuy1","CspProd01","rgpibefehuy","West Europe","Running","Linux","Standard_B2ms"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/39b847ee-38c1-4871-97bc-b815e2e56539/resourcegroups/rgpibefehuy/providers/microsoft.compute/virtualmachines/lxpibefehuy1""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpidm1.redhat.azure.forem.be","DsiTier0","rgplinuxcore","West Europe","Running","Linux","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/c704e378-20de-426d-af3d-6ef10c3545f0/resourcegroups/rgplinuxcore/providers/microsoft.compute/virtualmachines/lxpidm1.redhat.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpidm2.redhat.azure.forem.be","DsiTier0","rgplinuxcore","West Europe","Running","Linux","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/c704e378-20de-426d-af3d-6ef10c3545f0/resourcegroups/rgplinuxcore/providers/microsoft.compute/virtualmachines/lxpidm2.redhat.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpidm3.azure.forem.be","DsiTier0","rgplinuxcore","West Europe","Running","Linux","Standard_B1s"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/c704e378-20de-426d-af3d-6ef10c3545f0/resourcegroups/rgplinuxcore/providers/microsoft.compute/virtualmachines/lxpidm3.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpjira1.azure.forem.be","CspProd01","RGPATLASSIAN","West Europe","Running","Linux","Standard_D2s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/39b847ee-38c1-4871-97bc-b815e2e56539/resourcegroups/rgpatlassian/providers/microsoft.compute/virtualmachines/lxpjira1.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpjira2.azure.forem.be","CspProd01","rgpatlassian","West Europe","Running","Linux","Standard_D2s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/39b847ee-38c1-4871-97bc-b815e2e56539/resourcegroups/rgpatlassian/providers/microsoft.compute/virtualmachines/lxpjira2.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpldap1.azure.forem.be","DsiProd01","RGPLDAP","West Europe","Running","Linux","Standard_D2s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpldap/providers/microsoft.compute/virtualmachines/lxpldap1.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpldap2.azure.forem.be","DsiProd01","rgpldap","West Europe","Running","Linux","Standard_D2s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpldap/providers/microsoft.compute/virtualmachines/lxpldap2.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxplog1.azure.forem.be","DsiTier0","rgplinuxcore","West Europe","Running","Linux","Standard_D2s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/c704e378-20de-426d-af3d-6ef10c3545f0/resourcegroups/rgplinuxcore/providers/microsoft.compute/virtualmachines/lxplog1.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxplog2.azure.forem.be","DsiTier0","rgplinuxcore","West Europe","Running","Linux","Standard_D2s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/c704e378-20de-426d-af3d-6ef10c3545f0/resourcegroups/rgplinuxcore/providers/microsoft.compute/virtualmachines/lxplog2.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpmariadb1.azure.forem.be","DsiProd01","rgpmariadb","West Europe","Running","Linux","Standard_D2s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpmariadb/providers/microsoft.compute/virtualmachines/lxpmariadb1.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpmodpostgresql1.azure.forem.be","CspProd01","rgpoutilsddi","West Europe","Running","Linux","Standard_D4s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/39b847ee-38c1-4871-97bc-b815e2e56539/resourcegroups/rgpoutilsddi/providers/microsoft.compute/virtualmachines/lxpmodpostgresql1.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpmonpx1","DsiTier0","MONITORING-RG","West Europe","Running","Linux","Standard_B2ms"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/c704e378-20de-426d-af3d-6ef10c3545f0/resourcegroups/monitoring-rg/providers/microsoft.compute/virtualmachines/lxpmonpx1""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpntp1.azure.forem.be","DsiTier0","rgplinuxcore","West Europe","Running","Linux","Standard_D2s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/c704e378-20de-426d-af3d-6ef10c3545f0/resourcegroups/rgplinuxcore/providers/microsoft.compute/virtualmachines/lxpntp1.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpntp2.azure.forem.be","DsiTier0","rgplinuxcore","West Europe","Running","Linux","Standard_D2s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/c704e378-20de-426d-af3d-6ef10c3545f0/resourcegroups/rgplinuxcore/providers/microsoft.compute/virtualmachines/lxpntp2.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpptst1.azure.forem.be","DsiDev01","infra-network-rg","West Europe","Running","Linux","Standard_D2s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/8d6d19d2-d4f8-4542-9421-d59f4257ccc5/resourcegroups/infra-network-rg/providers/microsoft.compute/virtualmachines/lxpptst1.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpsmtp11","DsiTier0","CENTOS-RG","West Europe","Running","Linux","Standard_B2ms"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/c704e378-20de-426d-af3d-6ef10c3545f0/resourcegroups/centos-rg/providers/microsoft.compute/virtualmachines/lxpsmtp11""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpsmtp12","DsiTier0","centos-rg","West Europe","Running","Linux","Standard_B2ms"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/c704e378-20de-426d-af3d-6ef10c3545f0/resourcegroups/centos-rg/providers/microsoft.compute/virtualmachines/lxpsmtp12""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpsmtp2.azure.forem.be","DsiTier0","rgplinuxcore","West Europe","Running","Linux","Standard_D2s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/c704e378-20de-426d-af3d-6ef10c3545f0/resourcegroups/rgplinuxcore/providers/microsoft.compute/virtualmachines/lxpsmtp2.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpsmzmariadb1.azure.forem.be","DsiProd01","RGPMARIADB","West Europe","Running","Linux","Standard_D8s_v5"," -","2","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgpmariadb/providers/microsoft.compute/virtualmachines/lxpsmzmariadb1.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpsonarqube1.azure.forem.be","CspProd01","rgpoutilsddi","West Europe","Running","Linux","Standard_D2s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/39b847ee-38c1-4871-97bc-b815e2e56539/resourcegroups/rgpoutilsddi/providers/microsoft.compute/virtualmachines/lxpsonarqube1.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpzceph2n1.dmz.azure.forem.be","DsiDmz01","rgpceph","West Europe","Running","Linux","Standard_D4s_v5"," -","2","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/05509e54-c22d-42ec-ae15-948a48340383/resourcegroups/rgpceph/providers/microsoft.compute/virtualmachines/lxpzceph2n1.dmz.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpzceph2n2.dmz.azure.forem.be","DsiDmz01","rgpceph","West Europe","Running","Linux","Standard_D4s_v5"," -","2","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/05509e54-c22d-42ec-ae15-948a48340383/resourcegroups/rgpceph/providers/microsoft.compute/virtualmachines/lxpzceph2n2.dmz.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpzceph2n3.dmz.azure.forem.be","DsiDmz01","rgpceph","West Europe","Running","Linux","Standard_D4s_v5"," -","2","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/05509e54-c22d-42ec-ae15-948a48340383/resourcegroups/rgpceph/providers/microsoft.compute/virtualmachines/lxpzceph2n3.dmz.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpzdns1a.dmz.azure.forem.be","DsiDmz01","rgplinuxcore","West Europe","Running","Linux","Standard_D2s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/05509e54-c22d-42ec-ae15-948a48340383/resourcegroups/rgplinuxcore/providers/microsoft.compute/virtualmachines/lxpzdns1a.dmz.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpzdns1r.dmz.azure.forem.be","DsiDmz01","rgplinuxcore","West Europe","Running","Linux","Standard_D2s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/05509e54-c22d-42ec-ae15-948a48340383/resourcegroups/rgplinuxcore/providers/microsoft.compute/virtualmachines/lxpzdns1r.dmz.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpzdns2a.dmz.azure.forem.be","DsiDmz01","rgplinuxcore","West Europe","Running","Linux","Standard_D2s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/05509e54-c22d-42ec-ae15-948a48340383/resourcegroups/rgplinuxcore/providers/microsoft.compute/virtualmachines/lxpzdns2a.dmz.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpzdns2r.dmz.azure.forem.be","DsiDmz01","RGPLINUXCORE","West Europe","Running","Linux","Standard_D2s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/05509e54-c22d-42ec-ae15-948a48340383/resourcegroups/rgplinuxcore/providers/microsoft.compute/virtualmachines/lxpzdns2r.dmz.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpzfadmariadb1","DsiDmz01","rgpmoodlefad","West Europe","Running","Linux","Standard_F16s_v2"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/05509e54-c22d-42ec-ae15-948a48340383/resourcegroups/rgpmoodlefad/providers/microsoft.compute/virtualmachines/lxpzfadmariadb1""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpzmoodlefad1.dmz.azure.forem.be","DsiDmz01","RGPMOODLEFAD","West Europe","Running","Linux","Standard_D4s_v5"," -","2","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/05509e54-c22d-42ec-ae15-948a48340383/resourcegroups/rgpmoodlefad/providers/microsoft.compute/virtualmachines/lxpzmoodlefad1.dmz.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpzmoodlehd1.dmz.azure.forem.be","DsiDmz01","rgpmoodlehd","West Europe","Running","Linux","Standard_D2s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/05509e54-c22d-42ec-ae15-948a48340383/resourcegroups/rgpmoodlehd/providers/microsoft.compute/virtualmachines/lxpzmoodlehd1.dmz.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpzmoodlehd2.dmz.azure.forem.be","DsiDmz01","RGPMOODLEHD","West Europe","Running","Linux","Standard_D2s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/05509e54-c22d-42ec-ae15-948a48340383/resourcegroups/rgpmoodlehd/providers/microsoft.compute/virtualmachines/lxpzmoodlehd2.dmz.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpzntp1.dmz.azure.forem.be","DsiDmz01","RGPLINUXCORE","West Europe","Running","Linux","Standard_D2s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/05509e54-c22d-42ec-ae15-948a48340383/resourcegroups/rgplinuxcore/providers/microsoft.compute/virtualmachines/lxpzntp1.dmz.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpzntp2.dmz.azure.forem.be","DsiDmz01","RGPLINUXCORE","West Europe","Running","Linux","Standard_D2s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/05509e54-c22d-42ec-ae15-948a48340383/resourcegroups/rgplinuxcore/providers/microsoft.compute/virtualmachines/lxpzntp2.dmz.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpzsmtp11","DsiDmz01","centos-rg","West Europe","Running","Linux","Standard_B2ms"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/05509e54-c22d-42ec-ae15-948a48340383/resourcegroups/centos-rg/providers/microsoft.compute/virtualmachines/lxpzsmtp11""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpzsmtp12","DsiDmz01","centos-rg","West Europe","Running","Linux","Standard_B2ms"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/05509e54-c22d-42ec-ae15-948a48340383/resourcegroups/centos-rg/providers/microsoft.compute/virtualmachines/lxpzsmtp12""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxpzsmtp2.dmz.azure.forem.be","DsiDmz01","rgplinuxcore","West Europe","Running","Linux","Standard_D2s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/05509e54-c22d-42ec-ae15-948a48340383/resourcegroups/rgplinuxcore/providers/microsoft.compute/virtualmachines/lxpzsmtp2.dmz.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
"lxrsmzmariadb1.azure.forem.be","DsiProd01","rgppcaleforembe","West Europe","Running","Linux","Standard_D2s_v5"," -","1","{""text"":""Enable periodic assessment"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/be5ce746-52ca-483a-9c9b-782111a94978/resourcegroups/rgppcaleforembe/providers/microsoft.compute/virtualmachines/lxrsmzmariadb1.azure.forem.be""],""source"":""VirtualMachines_BrowseResourceBlade""}}"
